Latitude (decimal degrees):	2.303
Longitude (decimal degrees):	32.964
Elevation (m):	1120
Radiation database:	PVGIS-SARAH2


Slope: 4 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190813:2206,0.0,0.0,0.0,19.24,0.21,0.0
20190813:2306,0.0,0.0,0.0,18.91,0.34,0.0
20190814:0006,0.0,0.0,0.0,18.32,0.55,0.0
20190814:0106,0.0,0.0,0.0,18.4,0.62,0.0
20190814:0206,0.0,0.0,0.0,18.62,0.9,0.0
20190814:0306,0.0,0.0,0.0,18.61,1.1,0.0
20190814:0406,6.11,18.93,3.84,18.69,1.17,0.0
20190814:0506,118.51,165.11,18.36,19.73,0.97,0.0
20190814:0606,232.3,303.04,32.84,22.14,1.1,0.0
20190814:0706,242.89,319.09,47.17,23.87,1.03,0.0
20190814:0806,561.33,746.12,61.06,25.2,1.03,0.0
20190814:0906,644.65,875.74,73.31,25.94,0.9,0.0
20190814:1006,672.6,911.95,77.43,25.49,1.1,0.0
20190814:1106,686.32,917.48,68.18,24.84,1.52,0.0
20190814:1206,396.24,516.85,54.9,24.52,1.31,0.0
20190814:1306,96.42,137.84,40.75,24.48,0.28,0.0
20190814:1406,16.92,34.96,26.34,24.66,0.76,0.0
20190814:1506,8.36,21.97,11.83,24.37,0.76,0.0
20190814:1606,0.0,0.0,0.0,23.35,0.55,0.0
20190814:1706,0.0,0.0,0.0,21.21,1.72,0.0
20190814:1806,0.0,0.0,0.0,20.01,1.45,0.0
20190814:1906,0.0,0.0,0.0,19.27,0.76,0.0
20190814:2006,0.0,0.0,0.0,19.01,0.76,0.0
20190814:2106,0.0,0.0,0.0,18.75,0.9,0.0
20190814:2206,0.0,0.0,0.0,18.69,0.83,0.0
20190814:2306,0.0,0.0,0.0,18.7,0.69,0.0
20190815:0006,0.0,0.0,0.0,18.71,0.62,0.0
20190815:0106,0.0,0.0,0.0,18.74,0.76,0.0
20190815:0206,0.0,0.0,0.0,18.72,0.9,0.0
20190815:0306,0.0,0.0,0.0,18.73,1.17,0.0
20190815:0406,0.0,3.0,3.88,18.77,1.38,0.0
20190815:0506,12.58,27.97,18.42,19.13,1.52,0.0
20190815:0606,113.13,154.82,32.93,19.81,1.59,0.0
20190815:0706,336.38,429.92,47.28,21.26,1.72,0.0
20190815:0806,662.49,869.6,61.22,22.84,1.59,0.0
20190815:0906,719.14,968.2,73.56,24.12,1.31,0.0
20190815:1006,716.08,985.31,77.71,25.7,0.83,0.0
20190815:1106,663.44,914.16,68.3,26.45,0.48,0.0
20190815:1206,490.56,658.37,54.94,26.66,0.41,0.0
20190815:1306,376.73,498.33,40.76,26.89,0.69,0.0
20190815:1406,223.33,300.52,26.32,26.34,1.17,0.0
20190815:1506,70.35,114.56,11.79,25.71,1.45,0.0
20190815:1606,0.0,0.0,0.0,24.03,1.45,0.0
20190815:1706,0.0,0.0,0.0,22.98,2.07,0.0
20190815:1806,0.0,0.0,0.0,21.97,2.07,0.0
20190815:1906,0.0,0.0,0.0,21.34,1.1,0.0
20190815:2006,0.0,0.0,0.0,20.59,0.97,0.0
20190815:2106,0.0,0.0,0.0,20.19,1.17,0.0
20190815:2206,0.0,0.0,0.0,20.09,1.31,0.0
20190815:2306,0.0,0.0,0.0,19.93,1.45,0.0
20190816:0006,0.0,0.0,0.0,19.74,1.52,0.0
20190816:0106,0.0,0.0,0.0,19.55,1.45,0.0
20190816:0206,0.0,0.0,0.0,19.41,1.66,0.0
20190816:0306,0.0,0.0,0.0,19.31,1.72,0.0
20190816:0406,0.0,3.0,3.92,19.24,1.72,0.0
20190816:0506,8.6,21.97,18.49,19.55,1.72,0.0
20190816:0606,317.77,405.6,33.01,20.74,1.79,0.0
20190816:0706,210.85,276.5,47.4,23.16,2.21,0.0
20190816:0806,352.44,456.21,61.38,24.66,2.62,0.0
20190816:0906,265.05,348.5,73.81,25.31,1.79,0.0
20190816:1006,668.02,903.19,78.0,26.05,1.38,0.0
20190816:1106,503.5,671.71,68.42,26.27,1.03,0.0
20190816:1206,579.38,776.56,54.98,26.36,0.83,0.0
20190816:1306,211.48,283.13,40.76,26.14,0.69,0.0
20190816:1406,49.43,78.91,26.29,25.7,0.97,0.0
20190816:1506,45.63,75.25,11.74,24.96,0.83,0.0
20190816:1606,0.0,0.0,0.0,23.65,1.03,0.0
20190816:1706,0.0,0.0,0.0,22.78,1.45,0.0
20190816:1806,0.0,0.0,0.0,21.81,1.86,0.0
20190816:1906,0.0,0.0,0.0,21.2,1.52,0.0
20190816:2006,0.0,0.0,0.0,20.73,1.52,0.0
20190816:2106,0.0,0.0,0.0,20.13,1.31,0.0
20190816:2206,0.0,0.0,0.0,19.37,1.1,0.0
20190816:2306,0.0,0.0,0.0,19.31,0.76,0.0
20190817:0006,0.0,0.0,0.0,19.68,0.28,0.0
20190817:0106,0.0,0.0,0.0,19.27,0.48,0.0
20190817:0206,0.0,0.0,0.0,18.36,0.69,0.0
20190817:0306,0.0,0.0,0.0,17.8,0.83,0.0
20190817:0406,8.47,24.75,3.97,17.45,0.9,0.0
20190817:0506,168.43,236.1,18.55,19.34,0.69,0.0
20190817:0606,370.55,477.55,33.1,21.86,1.1,0.0
20190817:0706,537.85,698.61,47.51,23.67,1.38,0.0
20190817:0806,651.58,863.79,61.54,25.07,1.66,0.0
20190817:0906,709.73,961.4,74.07,25.94,1.45,0.0
20190817:1006,722.78,989.1,78.29,26.62,1.31,0.0
20190817:1106,685.79,931.3,68.54,26.83,1.31,0.0
20190817:1206,514.23,683.63,55.02,27.5,1.38,0.0
20190817:1306,399.56,524.25,40.76,27.36,1.66,0.0
20190817:1406,206.93,279.34,26.26,26.76,1.31,0.0
20190817:1506,79.24,134.12,11.69,25.29,1.17,0.0
20190817:1606,0.0,0.0,0.0,23.71,1.45,0.0
20190817:1706,0.0,0.0,0.0,22.52,0.97,0.0
20190817:1806,0.0,0.0,0.0,21.37,1.03,0.0
20190817:1906,0.0,0.0,0.0,21.37,0.69,0.0
20190817:2006,0.0,0.0,0.0,20.94,0.69,0.0
20190817:2106,0.0,0.0,0.0,20.05,0.9,0.0
20190817:2206,0.0,0.0,0.0,19.75,0.9,0.0
20190817:2306,0.0,0.0,0.0,19.45,1.1,0.0
20190818:0006,0.0,0.0,0.0,19.24,1.03,0.0
20190818:0106,0.0,0.0,0.0,18.96,0.97,0.0
20190818:0206,0.0,0.0,0.0,18.84,0.83,0.0
20190818:0306,0.0,0.0,0.0,18.62,0.76,0.0
20190818:0406,8.34,26.25,4.01,18.9,0.21,0.0
20190818:0506,9.25,22.97,18.62,19.38,0.34,0.0
20190818:0606,282.17,364.7,33.19,20.97,0.62,0.0
20190818:0706,535.94,697.16,47.63,22.05,0.76,0.0
20190818:0806,452.85,593.28,61.7,22.95,0.69,0.0
20190818:0906,697.47,949.37,74.33,24.48,0.83,0.0
20190818:1006,673.79,918.36,78.57,25.7,0.97,0.0
20190818:1106,668.37,908.68,68.65,26.04,0.97,0.0
20190818:1206,418.71,555.12,55.05,26.65,0.9,0.0
20190818:1306,367.08,483.77,40.75,26.75,0.97,0.0
20190818:1406,155.4,213.52,26.23,26.6,0.69,0.0
20190818:1506,3.13,12.98,11.64,26.07,0.48,0.0
20190818:1606,0.0,0.0,0.0,24.25,1.24,0.0
20190818:1706,0.0,0.0,0.0,22.21,1.52,0.0
20190818:1806,0.0,0.0,0.0,21.11,1.31,0.0
20190818:1906,0.0,0.0,0.0,19.77,1.03,0.0
20190818:2006,0.0,0.0,0.0,19.59,0.83,0.0
20190818:2106,0.0,0.0,0.0,18.94,1.24,0.0
20190818:2206,0.0,0.0,0.0,18.46,1.1,0.0
20190818:2306,0.0,0.0,0.0,18.18,0.9,0.0
20190819:0006,0.0,0.0,0.0,18.04,0.97,0.0
20190819:0106,0.0,0.0,0.0,17.71,1.24,0.0
20190819:0206,0.0,0.0,0.0,17.68,1.45,0.0
20190819:0306,0.0,0.0,0.0,17.59,1.45,0.0
20190819:0406,9.13,26.31,4.06,17.34,1.17,0.0
20190819:0506,175.2,243.95,18.68,18.53,1.03,0.0
20190819:0606,378.76,484.05,33.27,20.47,1.24,0.0
20190819:0706,533.13,691.01,47.75,23.02,1.31,0.0
20190819:0806,656.23,862.86,61.87,25.01,2.21,0.0
20190819:0906,721.84,965.29,74.59,26.29,2.34,0.0
20190819:1006,594.72,793.6,78.86,26.92,2.0,0.0
20190819:1106,618.45,830.44,68.75,27.45,1.72,0.0
20190819:1206,230.27,308.51,55.08,27.86,1.45,0.0
20190819:1306,461.31,609.71,40.74,27.91,1.31,0.0
20190819:1406,276.82,374.81,26.2,27.31,1.03,0.0
20190819:1506,71.61,118.24,11.58,26.49,1.31,0.0
20190819:1606,0.0,0.0,0.0,25.08,1.45,0.0
20190819:1706,0.0,0.0,0.0,23.61,1.24,0.0
20190819:1806,0.0,0.0,0.0,22.58,1.17,0.0
20190819:1906,0.0,0.0,0.0,21.58,1.24,0.0
20190819:2006,0.0,0.0,0.0,21.13,1.03,0.0
20190819:2106,0.0,0.0,0.0,20.15,0.69,0.0
20190819:2206,0.0,0.0,0.0,19.84,0.55,0.0
20190819:2306,0.0,0.0,0.0,19.39,1.24,0.0
20190820:0006,0.0,0.0,0.0,19.05,1.52,0.0
20190820:0106,0.0,0.0,0.0,18.77,1.59,0.0
20190820:0206,0.0,0.0,0.0,18.62,1.1,0.0
20190820:0306,0.0,0.0,0.0,18.3,1.03,0.0
20190820:0406,0.0,3.0,4.11,18.32,1.31,0.0
20190820:0506,82.29,117.55,18.75,19.05,1.66,0.0
20190820:0606,168.8,222.38,33.37,20.65,2.07,0.0
20190820:0706,508.87,648.65,47.87,22.73,2.55,0.0
20190820:0806,658.31,855.63,62.03,24.36,2.83,0.0
20190820:0906,614.54,808.77,74.85,25.73,2.62,0.0
20190820:1006,640.99,851.76,79.15,26.45,2.41,0.0
20190820:1106,683.26,914.38,68.85,27.14,2.21,0.0
20190820:1206,507.94,668.22,55.11,27.31,2.14,0.0
20190820:1306,408.49,533.53,40.73,27.33,2.14,0.0
20190820:1406,260.63,349.36,26.16,26.36,1.66,0.0
20190820:1506,71.8,119.04,11.52,25.77,0.97,0.0
20190820:1606,0.0,0.0,0.0,24.22,0.9,0.0
20190820:1706,0.0,0.0,0.0,22.92,1.31,0.0
20190820:1806,0.0,0.0,0.0,22.0,1.1,0.0
20190820:1906,0.0,0.0,0.0,20.36,0.83,0.0
20190820:2006,0.0,0.0,0.0,19.9,0.69,0.0
20190820:2106,0.0,0.0,0.0,19.49,0.07,0.0
20190820:2206,0.0,0.0,0.0,18.94,0.55,0.0
20190820:2306,0.0,0.0,0.0,18.48,0.9,0.0
20190821:0006,0.0,0.0,0.0,18.42,1.1,0.0
20190821:0106,0.0,0.0,0.0,18.39,1.24,0.0
20190821:0206,0.0,0.0,0.0,18.37,1.1,0.0
20190821:0306,0.0,0.0,0.0,18.12,0.76,0.0
20190821:0406,0.0,4.0,4.17,17.62,0.62,0.0
20190821:0506,92.83,131.23,18.83,19.15,0.34,0.0
20190821:0606,281.39,365.19,33.46,20.94,0.14,0.0
20190821:0706,517.31,680.37,47.99,22.41,0.21,0.0
20190821:0806,627.85,849.28,62.2,23.41,0.21,0.0
20190821:0906,677.05,933.33,75.12,24.92,0.34,0.0
20190821:1006,650.62,891.56,79.44,25.74,0.62,0.0
20190821:1106,572.88,775.16,68.95,26.3,0.69,0.0
20190821:1206,425.18,564.21,55.13,26.95,0.97,0.0
20190821:1306,416.42,546.98,40.71,27.03,1.38,0.0
20190821:1406,16.12,33.96,26.12,26.08,1.93,0.0
20190821:1506,28.58,50.94,11.46,23.79,2.69,0.0
20190821:1606,0.0,0.0,0.0,21.94,2.34,0.0
20190821:1706,0.0,0.0,0.0,21.31,1.66,0.0
20190821:1806,0.0,0.0,0.0,21.01,1.45,0.0
20190821:1906,0.0,0.0,0.0,20.43,1.52,0.0
20190821:2006,0.0,0.0,0.0,20.11,1.52,0.0
20190821:2106,0.0,0.0,0.0,19.72,0.97,0.0
20190821:2206,0.0,0.0,0.0,19.78,0.48,0.0
20190821:2306,0.0,0.0,0.0,19.7,0.48,0.0
20190822:0006,0.0,0.0,0.0,19.55,0.76,0.0
20190822:0106,0.0,0.0,0.0,19.42,0.76,0.0
20190822:0206,0.0,0.0,0.0,19.38,0.97,0.0
20190822:0306,0.0,0.0,0.0,19.05,1.1,0.0
20190822:0406,9.22,27.63,4.22,18.49,0.48,0.0
20190822:0506,173.98,241.46,18.9,19.02,0.76,0.0
20190822:0606,378.67,485.26,33.55,20.43,0.9,0.0
20190822:0706,543.6,710.4,48.11,22.75,0.76,0.0
20190822:0806,652.97,876.69,62.36,23.89,0.76,0.0
20190822:0906,709.35,974.36,75.38,25.32,0.76,0.0
20190822:1006,685.59,946.96,79.72,26.41,0.69,0.0
20190822:1106,545.85,738.71,69.04,26.67,0.62,0.0
20190822:1206,511.58,685.02,55.14,25.8,0.41,0.0
20190822:1306,416.45,545.38,40.69,25.12,0.83,0.0
20190822:1406,268.3,357.15,26.07,24.78,1.59,0.0
20190822:1506,16.28,33.96,11.4,24.29,1.79,0.0
20190822:1606,0.0,0.0,0.0,23.54,0.9,0.0
20190822:1706,0.0,0.0,0.0,22.33,0.83,0.0
20190822:1806,0.0,0.0,0.0,21.61,1.45,0.0
20190822:1906,0.0,0.0,0.0,20.05,1.03,0.0
20190822:2006,0.0,0.0,0.0,19.39,0.97,0.0
20190822:2106,0.0,0.0,0.0,18.97,1.17,0.0
20190822:2206,0.0,0.0,0.0,18.79,1.31,0.0
20190822:2306,0.0,0.0,0.0,18.51,1.45,0.0
20190823:0006,0.0,0.0,0.0,18.33,1.72,0.0
20190823:0106,0.0,0.0,0.0,18.28,2.14,0.0
20190823:0206,0.0,0.0,0.0,18.28,2.07,0.0
20190823:0306,0.0,0.0,0.0,18.18,1.79,0.0
20190823:0406,0.0,3.0,4.28,17.86,1.45,0.0
20190823:0506,43.26,68.92,18.97,18.79,0.97,0.0
20190823:0606,70.19,102.88,33.65,19.93,0.76,0.0
20190823:0706,249.27,324.21,48.23,21.65,0.83,0.0
20190823:0806,338.69,441.7,62.53,22.85,0.69,0.0
20190823:0906,575.11,769.86,75.65,24.15,0.76,0.0
20190823:1006,586.55,791.64,80.01,25.21,0.76,0.0
20190823:1106,576.79,783.45,69.12,26.06,0.48,0.0
20190823:1206,539.2,727.54,55.15,26.14,0.28,0.0
20190823:1306,347.64,459.74,40.67,26.31,0.48,0.0
20190823:1406,242.43,327.69,26.03,26.46,0.55,0.0
20190823:1506,44.7,74.34,11.33,25.71,0.83,0.0
20190823:1606,0.0,0.0,0.0,24.64,1.1,0.0
20190823:1706,0.0,0.0,0.0,22.86,0.97,0.0
20190823:1806,0.0,0.0,0.0,21.68,0.97,0.0
20190823:1906,0.0,0.0,0.0,20.92,1.66,0.0
20190823:2006,0.0,0.0,0.0,19.74,1.66,0.0
20190823:2106,0.0,0.0,0.0,19.27,1.45,0.0
20190823:2206,0.0,0.0,0.0,18.83,1.45,0.0
20190823:2306,0.0,0.0,0.0,18.55,1.38,0.0
20190824:0006,0.0,0.0,0.0,18.23,1.38,0.0
20190824:0106,0.0,0.0,0.0,18.09,1.45,0.0
20190824:0206,0.0,0.0,0.0,17.82,1.45,0.0
20190824:0306,0.0,0.0,0.0,17.61,1.38,0.0
20190824:0406,4.44,14.98,4.34,17.4,1.24,0.0
20190824:0506,122.84,168.98,19.05,18.7,0.83,0.0
20190824:0606,365.64,469.15,33.74,20.92,0.97,0.0
20190824:0706,554.02,719.98,48.35,22.59,1.1,0.0
20190824:0806,667.81,886.33,62.7,24.54,1.59,0.0
20190824:0906,737.76,989.85,75.91,26.05,2.21,0.0
20190824:1006,762.74,1031.14,80.29,27.14,2.34,0.0
20190824:1106,711.17,958.62,69.2,27.71,2.14,0.0
20190824:1206,602.25,800.89,55.16,27.71,1.86,0.0
20190824:1306,465.69,613.44,40.64,27.56,1.45,0.0
20190824:1406,277.61,374.31,25.98,26.57,1.17,0.0
20190824:1506,43.85,73.35,11.27,26.21,1.17,0.0
20190824:1606,0.0,0.0,0.0,24.8,0.83,0.0
20190824:1706,0.0,0.0,0.0,23.71,0.62,0.0
20190824:1806,0.0,0.0,0.0,22.13,1.24,0.0
20190824:1906,0.0,0.0,0.0,20.62,1.03,0.0
20190824:2006,0.0,0.0,0.0,20.02,0.97,0.0
20190824:2106,0.0,0.0,0.0,19.46,0.83,0.0
20190824:2206,0.0,0.0,0.0,19.03,0.83,0.0
20190824:2306,0.0,0.0,0.0,18.87,1.17,0.0
20190825:0006,0.0,0.0,0.0,18.9,1.31,0.0
20190825:0106,0.0,0.0,0.0,18.91,1.45,0.0
20190825:0206,0.0,0.0,0.0,18.96,1.38,0.0
20190825:0306,0.0,0.0,0.0,18.71,1.38,0.0
20190825:0406,9.38,25.76,4.4,18.65,1.31,0.0
20190825:0506,187.03,259.77,19.13,19.72,1.38,0.0
20190825:0606,395.93,505.48,33.84,21.63,1.86,0.0
20190825:0706,564.67,726.28,48.47,23.71,2.34,0.0
20190825:0806,676.75,893.66,62.86,25.3,2.21,0.0
20190825:0906,731.13,986.52,76.18,26.44,2.0,0.0
20190825:1006,698.95,947.33,80.57,27.0,1.79,0.0
20190825:1106,542.55,725.86,69.27,27.57,1.59,0.0
20190825:1206,580.31,776.39,55.16,27.85,1.45,0.0
20190825:1306,465.74,613.89,40.61,27.8,1.52,0.0
20190825:1406,273.16,367.28,25.92,26.8,1.66,0.0
20190825:1506,2.65,11.99,11.2,24.72,1.86,0.0
20190825:1606,0.0,0.0,0.0,22.44,1.86,0.0
20190825:1706,0.0,0.0,0.0,21.32,1.38,0.0
20190825:1806,0.0,0.0,0.0,20.76,1.17,0.0
20190825:1906,0.0,0.0,0.0,20.99,1.66,0.0
20190825:2006,0.0,0.0,0.0,20.25,1.59,0.0
20190825:2106,0.0,0.0,0.0,20.02,1.24,0.0
20190825:2206,0.0,0.0,0.0,19.98,1.17,0.0
20190825:2306,0.0,0.0,0.0,19.56,1.38,0.0
20190826:0006,0.0,0.0,0.0,19.07,1.59,0.0
20190826:0106,0.0,0.0,0.0,18.71,1.52,0.0
20190826:0206,0.0,0.0,0.0,18.34,1.38,0.0
20190826:0306,0.0,0.0,0.0,17.98,0.9,0.0
20190826:0406,0.0,3.0,4.46,17.76,0.83,0.0
20190826:0506,36.95,60.93,19.21,18.92,0.83,0.0
20190826:0606,304.36,389.18,33.94,20.27,1.24,0.0
20190826:0706,376.05,487.6,48.6,21.86,0.48,0.0
20190826:0806,491.09,646.2,63.03,23.28,0.76,0.0
20190826:0906,258.9,341.56,76.44,24.39,0.76,0.0
20190826:1006,424.31,564.02,80.85,25.09,0.55,0.0
20190826:1106,639.52,866.69,69.34,25.39,0.83,0.0
20190826:1206,598.29,794.1,55.16,25.63,1.31,0.0
20190826:1306,466.82,610.43,40.58,25.9,1.38,0.0
20190826:1406,280.3,375.87,25.87,25.81,1.45,0.0
20190826:1506,74.53,125.48,11.12,23.76,2.34,0.0
20190826:1606,0.0,0.0,0.0,21.77,1.79,0.0
20190826:1706,0.0,0.0,0.0,21.16,1.38,0.0
20190826:1806,0.0,0.0,0.0,20.47,1.45,0.0
20190826:1906,0.0,0.0,0.0,18.89,1.59,0.0
20190826:2006,0.0,0.0,0.0,18.55,1.45,0.0
20190826:2106,0.0,0.0,0.0,18.22,1.1,0.0
20190826:2206,0.0,0.0,0.0,17.8,1.24,0.0
20190826:2306,0.0,0.0,0.0,17.35,1.31,0.0
20190827:0006,0.0,0.0,0.0,17.15,1.31,0.0
20190827:0106,0.0,0.0,0.0,16.94,1.38,0.0
20190827:0206,0.0,0.0,0.0,16.86,1.24,0.0
20190827:0306,0.0,0.0,0.0,16.78,1.1,0.0
20190827:0406,0.0,3.0,4.52,16.73,1.03,0.0
20190827:0506,166.51,225.68,19.29,17.61,1.72,0.0
20190827:0606,363.95,458.02,34.04,19.04,2.14,0.0
20190827:0706,462.98,590.56,48.72,21.61,1.93,0.0
20190827:0806,612.75,805.58,63.19,23.4,1.52,0.0
20190827:0906,629.18,840.92,76.7,24.96,1.45,0.0
20190827:1006,430.77,568.02,81.13,26.4,1.79,0.0
20190827:1106,599.9,800.13,69.39,26.61,1.79,0.0
20190827:1206,381.63,500.47,55.16,26.46,1.79,0.0
20190827:1306,432.85,566.86,40.54,26.66,1.52,0.0
20190827:1406,238.04,320.04,25.81,26.38,1.31,0.0
20190827:1506,73.36,125.55,11.05,25.65,0.97,0.0
20190827:1606,0.0,0.0,0.0,24.4,0.83,0.0
20190827:1706,0.0,0.0,0.0,23.37,1.17,0.0
20190827:1806,0.0,0.0,0.0,22.37,1.52,0.0
20190827:1906,0.0,0.0,0.0,20.83,1.45,0.0
20190827:2006,0.0,0.0,0.0,20.37,1.17,0.0
20190827:2106,0.0,0.0,0.0,19.79,1.17,0.0
20190827:2206,0.0,0.0,0.0,19.3,1.03,0.0
20190827:2306,0.0,0.0,0.0,19.08,0.62,0.0
20190828:0006,0.0,0.0,0.0,18.63,0.69,0.0
20190828:0106,0.0,0.0,0.0,18.3,1.1,0.0
20190828:0206,0.0,0.0,0.0,18.0,1.17,0.0
20190828:0306,0.0,0.0,0.0,17.74,0.69,0.0
20190828:0406,4.44,14.98,4.59,17.51,0.97,0.0
20190828:0506,146.3,199.74,19.37,19.38,1.52,0.0
20190828:0606,352.48,447.88,34.14,21.28,2.34,0.0
20190828:0706,506.04,648.71,48.84,23.04,2.21,0.0
20190828:0806,644.98,847.57,63.35,24.45,2.07,0.0
20190828:0906,696.08,934.46,76.97,25.53,1.79,0.0
20190828:1006,607.94,814.33,81.4,26.5,1.72,0.0
20190828:1106,633.44,848.94,69.45,27.13,1.86,0.0
20190828:1206,485.9,641.1,55.15,27.26,1.79,0.0
20190828:1306,265.91,352.34,40.5,27.34,1.52,0.0
20190828:1406,89.59,129.81,25.75,26.15,1.72,0.0
20190828:1506,39.26,66.59,10.97,25.34,1.45,0.0
20190828:1606,0.0,0.0,0.0,24.24,1.38,0.0
20190828:1706,0.0,0.0,0.0,23.04,1.45,0.0
20190828:1806,0.0,0.0,0.0,22.3,1.66,0.0
20190828:1906,0.0,0.0,0.0,21.19,1.31,0.0
20190828:2006,0.0,0.0,0.0,20.66,1.52,0.0
20190828:2106,0.0,0.0,0.0,20.11,1.31,0.0
20190828:2206,0.0,0.0,0.0,19.5,0.76,0.0
20190828:2306,0.0,0.0,0.0,19.71,0.28,0.0
20190829:0006,0.0,0.0,0.0,18.83,0.69,0.0
20190829:0106,0.0,0.0,0.0,18.58,1.45,0.0
20190829:0206,0.0,0.0,0.0,18.4,1.31,0.0
20190829:0306,0.0,0.0,0.0,18.32,0.21,0.0
20190829:0406,11.51,30.02,4.66,18.26,0.28,0.0
20190829:0506,194.87,269.55,19.45,18.73,0.55,0.0
20190829:0606,311.57,397.41,34.24,19.82,1.17,0.0
20190829:0706,454.1,587.17,48.97,22.69,1.17,0.0
20190829:0806,606.9,805.3,63.52,24.13,1.17,0.0
20190829:0906,615.62,824.96,77.23,25.28,1.31,0.0
20190829:1006,426.36,562.2,81.66,24.6,0.97,0.0
20190829:1106,54.27,84.9,69.49,25.14,1.17,0.0
20190829:1206,115.9,162.81,55.13,25.69,0.55,0.0
20190829:1306,352.11,467.37,40.45,25.83,0.0,0.0
20190829:1406,265.15,355.11,25.68,25.02,1.03,0.0
20190829:1506,53.62,87.65,10.89,23.94,1.72,0.0
20190829:1606,0.0,0.0,0.0,23.29,0.48,0.0
20190829:1706,0.0,0.0,0.0,22.04,0.69,0.0
20190829:1806,0.0,0.0,0.0,21.49,0.62,0.0
20190829:1906,0.0,0.0,0.0,20.11,0.83,0.0
20190829:2006,0.0,0.0,0.0,19.62,1.1,0.0
20190829:2106,0.0,0.0,0.0,19.46,1.1,0.0
20190829:2206,0.0,0.0,0.0,19.37,1.1,0.0
20190829:2306,0.0,0.0,0.0,19.4,0.83,0.0
20190830:0006,0.0,0.0,0.0,19.41,1.1,0.0
20190830:0106,0.0,0.0,0.0,19.47,1.24,0.0
20190830:0206,0.0,0.0,0.0,19.42,1.38,0.0
20190830:0306,0.0,0.0,0.0,19.24,1.45,0.0
20190830:0406,0.0,3.0,4.73,18.93,1.38,0.0
20190830:0506,134.82,184.82,19.54,19.77,1.1,0.0
20190830:0606,400.06,511.46,34.34,21.86,1.72,0.0
20190830:0706,566.84,734.34,49.09,23.93,1.86,0.0
20190830:0806,677.44,893.09,63.68,25.32,2.34,0.0
20190830:0906,721.27,967.41,77.49,26.63,2.34,0.0
20190830:1006,537.67,713.03,81.92,26.75,2.07,0.0
20190830:1106,686.05,928.36,69.53,26.98,1.59,0.0
20190830:1206,370.32,490.86,55.11,26.69,0.83,0.0
20190830:1306,309.75,403.38,40.4,24.1,1.1,0.0
20190830:1406,16.31,33.96,25.62,23.85,1.45,0.0
20190830:1506,2.67,11.99,10.81,23.49,1.66,0.0
20190830:1606,0.0,0.0,0.0,22.5,1.86,0.0
20190830:1706,0.0,0.0,0.0,21.64,1.79,0.0
20190830:1806,0.0,0.0,0.0,21.01,1.59,0.0
20190830:1906,0.0,0.0,0.0,20.02,0.9,0.0
20190830:2006,0.0,0.0,0.0,19.53,0.55,0.0
20190830:2106,0.0,0.0,0.0,18.98,0.62,0.0
20190830:2206,0.0,0.0,0.0,18.72,0.34,0.0
20190830:2306,0.0,0.0,0.0,18.58,0.62,0.0
20190831:0006,0.0,0.0,0.0,18.47,1.03,0.0
20190831:0106,0.0,0.0,0.0,18.32,1.24,0.0
20190831:0206,0.0,0.0,0.0,18.22,1.38,0.0
20190831:0306,0.0,0.0,0.0,18.1,1.38,0.0
20190831:0406,8.12,21.63,4.8,18.12,1.03,0.0
20190831:0506,47.36,73.91,19.62,18.39,1.66,0.0
20190831:0606,214.94,276.95,34.44,19.21,1.59,0.0
20190831:0706,153.47,204.76,49.21,21.3,1.72,0.0
20190831:0806,186.39,245.71,63.84,21.91,1.59,0.0
20190831:0906,345.05,448.16,77.74,23.05,1.38,0.0
20190831:1006,354.18,461.12,82.17,23.75,1.52,0.0
20190831:1106,588.05,771.05,69.57,24.29,2.07,0.0
20190831:1206,563.72,727.26,55.09,23.44,2.34,0.0
20190831:1306,401.32,513.17,40.35,22.98,2.14,0.0
20190831:1406,139.27,189.29,25.55,23.25,2.07,0.0
20190831:1506,57.61,94.24,10.72,23.24,1.1,0.0
20190831:1606,0.0,0.0,0.0,22.27,1.45,0.0
20190831:1706,0.0,0.0,0.0,21.23,1.59,0.0
20190831:1806,0.0,0.0,0.0,20.61,1.31,0.0
20190831:1906,0.0,0.0,0.0,20.0,1.45,0.0
20190831:2006,0.0,0.0,0.0,19.73,1.52,0.0
20190831:2106,0.0,0.0,0.0,19.33,1.52,0.0
20190831:2206,0.0,0.0,0.0,19.0,1.38,0.0
20190831:2306,0.0,0.0,0.0,18.61,1.17,0.0
20190901:0006,0.0,0.0,0.0,18.27,1.17,0.0
20190901:0106,0.0,0.0,0.0,18.19,1.03,0.0
20190901:0206,0.0,0.0,0.0,18.19,0.97,0.0
20190901:0306,0.0,0.0,0.0,18.17,0.97,0.0
20190901:0406,10.13,25.24,4.87,17.91,1.1,0.0
20190901:0506,201.76,277.31,19.71,19.11,1.31,0.0
20190901:0606,297.04,380.65,34.54,20.7,1.24,0.0
20190901:0706,306.29,394.79,49.33,21.23,0.97,0.0
20190901:0806,571.78,751.89,63.99,22.32,0.97,0.0
20190901:0906,572.86,762.25,77.99,23.44,0.9,0.0
20190901:1006,478.3,633.57,82.42,24.24,0.83,0.0
20190901:1106,699.97,963.38,69.59,25.28,0.55,0.0
